,Unnamed: 0,sentiment,tweets
11057,11057,0,yea i was wear my oldest most worn out pair i realli need to mow my grass today but i dont think ill be up to it now
11058,11058,0,ok batteri almost dead need to stop twitter and watch score
11059,11059,0,thank a bit better now but still
11060,11060,0,start hw no tomorrow wo got back to school boo hoo o
11061,11061,0,wow that realli cool i need to do the opposit of u i need to gain weight
11062,11062,0,well thank for the encourag i lost to the only good guy in my court root him on to win our whole divis
11063,11063,0,i think im go to be in milwauke during the game i can watch it from my phone though and still harass you
11064,11064,0,ugh i dont wana go to work
11065,11065,0,her perform was pretti poor
11066,11066,0,off to work on a beauti saturday morn
11067,11067,0,readi to get to work outsid on this gorgeous dayrak stain our patio tabl clean up the yard colder temp tomorrow
11068,11068,0,good parti last nite shoutout to all the ppl respon for golden explos hope for round nite stuck at wrk until
11069,11069,0,i want some too that sound so good
11070,11070,0,is love nin today shame i cant chill with a beer or two and listen to them have to do dissert instead ah well back to it
11071,11071,0,is tri to catch a wound bird outdoor but hes even too fast for me
11072,11072,0,i hate being sick i want to be out enjoy my weekend but i know i need to sleep this off
11073,11073,0,would love to write w somebodi in germani nobodi use twitter so sad
11074,11074,0,too tire
11075,11075,0,discov an annoy flaw of uiprogressview in cocoa touch there is no way to anim it with standard core anim method
11076,11076,0,i want my cabl back when i watch stuff on the comput i have to wait till after it come out lolz but it take ever to load to
11077,11077,0,home and not realli feel like doing anyth
11078,11078,0,i just want to relax
11079,11079,0,there are a bunch of good place on mass and a few block off im look too but im stuck in my leas until august
11080,11080,0,where is my clash at demonhead virtual consol game
11081,11081,0,vacat almost over
11082,11082,0,shit didnt blog on friday being ill suck
11083,11083,0,so bore its a nice day out today i want to be outsid like all day but i cant
11084,11084,0,law student studi on friday night as well as saturday and sunday i feel for you love
11085,11085,0,stupid arthriti im too young for this crap
11086,11086,0,tom how are you doing we are worri about you
11087,11087,0,that a scam and im in your neighborhood with my mom so i cant stop
11088,11088,0,is having one of those day
11089,11089,0,i tri to text you all this btw but congrat congrat congrat im sure rob feel bad im sorri
11090,11090,0,hope that eat naartji will ward off these sniffl
11091,11091,0,i feel your pain boohoo some of us have alot to do in apr
11092,11092,0,is bore and has to get readi for work
11093,11093,0,lol my team alreadi play and lost in da week x nice to just chill got a busi day moro so make da most xx
11094,11094,0,in the car on the way to the boat mommi is in a bad mood
11095,11095,0,guess whose back l charg my ipod coz it die
11096,11096,0,awak feel a littl bleh my head is very stuf from this head cold
11097,11097,0,no beach cleanup for miami baynanza day
11098,11098,0,updat ac isnt fix dress accord
11099,11099,0,just woke up what to do what to do anoth day night with no comput
11100,11100,0,gurn are lose now yo unfortun cliftonvill just went one up against us
11101,11101,0,band concert northview
11102,11102,0,listen to on bbc northampton not go well not our year
11103,11103,0,noi hate when this happensmi mom wasnt abl to get the paper sigh and now i cant go skate with my friend in nh boho
11104,11104,0,suppos to be go out tonight but feel ill so its famili guy marathon on bbc later and cdwm now rock and roll
11105,11105,0,go to the ren fair today i hope i dont melt in the sun and heat
11106,11106,0,hung up my first load of wash let hope it will get dri heard it is suppos to rain
11107,11107,0,ars and i mean that from the heart of my bottom
11108,11108,0,wow knew i shouldv gotten here earli they alreadi sold out of omar vinyl they are gonna see if they can get more
11109,11109,0,im make a cup of tea its steep now the dog is out on the porch the door is also open i hope that not bug come insid
11110,11110,0,a cop just shot a pitbul that was attack a littl boy im sob so sad the boy has blood everywher
11111,11111,0,want to be there come to the netherland soon
11112,11112,0,what meet is this n one told me about this
11113,11113,0,what
11114,11114,0,the line at petrol pump was killer and the guy at subway food joint is too slow miss ipl
11115,11115,0,thank you know sometim it is not a good thing to be friend with the bartend
11116,11116,0,yay as all who choos to not do right even the one i vote for this time thank you and follw ur happi
11117,11117,0,the rain is keep me from ride bandit it feel like someon cancel christma
11118,11118,0,clean the hous make barbi bed as everyday and my face is burn
11119,11119,0,lol i did read it of cours i just want to be a secret agentsigh you tread on my dream as yeat would say ouch
11120,11120,0,anoth awesom day ref hockeymiss her
11121,11121,0,work on it now
11122,11122,0,i do have a big head
11123,11123,0,just pass a freek stone hrs later ouch
11124,11124,0,at work again its so gross outsid i hope its not like this all day
11125,11125,0,gotta freakin work tomorrow night no magic game for me fml
11126,11126,0,about to go clean bathroom
11127,11127,0,has just been to royal worcest to buy stuff for the rent before it close
11128,11128,0,what a day didnt get up till lunch time then cut my hand on a breadknif
11129,11129,0,think did site is shit wtf
11130,11130,0,is very very very very verri bore
11131,11131,0,feel like a loser for not complet any work today
11132,11132,0,back in stoke on my lonesom only two week to go though and then i shall be fre
11133,11133,0,tball cancel today
11134,11134,0,well that was the general idea then found out could only watch footbal in bar later then got call at lunch to meet someon
11135,11135,0,ughi was doing so good too
11136,11136,0,yes i miss you here
11137,11137,0,too nice to work
11138,11138,0,ive got a blackberri by tmobil when i click to verifi my acct it give me a error messag
11139,11139,0,having troubl find a cat patch cabl that isnt cross
11140,11140,0,off to get my hair done still feel poor
11141,11141,0,hate when you leav
11142,11142,0,oh no i miss an blog tv show bummer
11143,11143,0,very cute i wish i could have a dog parent wont let me how is elvi anyway hes such a cuti
11144,11144,0,go to a birthday parti for a yr old today that use to be in my class daycarewish the rain would stop
11145,11145,0,edit as diddi would say quotlet goquot lmao hahahaha
11146,11146,0,i just burst my grandson balloon and now he wont speak to me
11147,11147,0,i just ate some chees that tast horrid
11148,11148,0,work todayala wish they would quit cut my hour
11149,11149,0,tri to make md crabcak last night from can dio mio crabmeata sad affair mayb they can fed ex crab from balmer
11150,11150,0,still shakin from the shootin on my street last nite i need a drink
11151,11151,0,doing my best to figur out how to tweet tri to upload my photo
11152,11152,0,your so not gettin yer mitt on my gameboy now biatch
11153,11153,0,fuck after yesterday what the point in chase after her anymorefor once in my life i guess its just not ment to be
11154,11154,0,im sorri
11155,11155,0,no youth basebal game today hererain out
11156,11156,0,its spring alright its rain cat dog and hippo
11157,11157,0,im revis amp munch easter egg could you play umm mysteri jet door down or kasabian club foot pleeas x
11158,11158,0,im having twhirl problem again
11159,11159,0,watch get readi for her big girl weekend away from me
11160,11160,0,after the ashton interview i tri to explain tweet to my wife last night she said uh huh that is nice dear
11161,11161,0,wont be abl to make it got stuck run around have a pint for me ill see you on monday go gunner
11162,11162,0,no new sew friend
11163,11163,0,green trend is now finish my hair cut in record time just min tell me some bad fact abt my hair
11164,11164,0,miss my girl in dalla
11165,11165,0,murray has lost the first set to nadal
11166,11166,0,is at home all day
11167,11167,0,i think i drove on it too long
11168,11168,0,has miss breakfast and is bum out
11169,11169,0,i had a dream about twilight dream fail
11170,11170,0,my iphon has gone so slow and keep crash
11171,11171,0,yay but then had to spend of it on bill
11172,11172,0,i havent been doing so well with my new regim as i think ive got a cold i feel so ill
11173,11173,0,i think my twitter is broken
11174,11174,0,yeah just week left but all of them will be spent work just on uni work and no m cube stuff
11175,11175,0,is fed up being on her ownmust be more to life than this shite
11176,11176,0,you are too kind amp very encouragingactu rather depress see how littl impact lot of hard work actual had
11177,11177,0,same here look realli nice but just that littl bit too cold to be pleasant
11178,11178,0,i think you might be think tagalong which you cant have caus they have chocol
11179,11179,0,i have lot of work to do too thank tres has wifi by his pool so i am think that is a fabul option
11180,11180,0,sound good man i have to write like paper this weekend and one during the week kinda sux i dont have much time
11181,11181,0,rain is so nice howev i want to go run
11182,11182,0,my saturday appear to be vanish quick
11183,11183,0,man what that im not your enemi pleas get off me meinvz so ein shice i didnt do anyth its hard as a man
11184,11184,0,ugh giong to a wed today
11185,11185,0,hope my stomach flu is final gone
11186,11186,0,has a swollen ankl but is sort with twilight amp sunshin
11187,11187,0,still doin ma cw wat any els doin
11188,11188,0,too fuck earli super crabbi want to be back in bed with my pup wish i was stay home tonight and being in my own bed
11189,11189,0,i miss you
11190,11190,0,monti python and the holi grail the ultim quiz i got cant believ i miss the name of lancelot page
11191,11191,0,too much work gr
11192,11192,0,ignor the pictur my comput is weird with upload to twitter so i had to do it at my friend and that the only pictur she had
11193,11193,0,is your twitter aacount you ok now what a pain
11194,11194,0,true i never ever win the amaz giveaway
11195,11195,0,can someon make this hang over go away my brother need to come back w my car so i can clean it homework all day beauti weather
11196,11196,0,i miss school and my friend
11197,11197,0,in work work on project plan and prds
11198,11198,0,just had some red sky crisp bacon amp cream chees so nice i want more
11199,11199,0,being hungov after being drunk isnt fun
11200,11200,0,give em a present from me i have had to replant three seedl
11201,11201,0,doing coursework
11202,11202,0,tomorrow the last day of spring break it went by to fast
11203,11203,0,too cold for the beach
11204,11204,0,is get to saint loui tomorrow
11205,11205,0,find it tough to do school workplanningmark as having been ill most of easter ill get hard anyth i need to do done
11206,11206,0,my friend are go crazi look for me but i am tire lmao i am so lame
11207,11207,0,as if you wont tell me
11208,11208,0,miss you too
11209,11209,0,oh yeah i thought you were talkin about fightstar cos they are they arnt playin anyth good
11210,11210,0,aww im sorri u have to go thru that i wish i was there
11211,11211,0,must actulli get on with my coursework
11212,11212,0,not drunk at all gonna tri again tonight
11213,11213,0,a lili nem a sam nem a lind me respondem droga
11214,11214,0,stretcher only just arriv not good
11215,11215,0,not feelin so hot tryin to lay low
11216,11216,0,woowhoo las vega wish i could go
11217,11217,0,they say today and snow on monday gotta love michigan
11218,11218,0,outsid enjoy this beauti day im in a tank top bad gotta go work
11219,11219,0,i so would but im in sa
11220,11220,0,its such a nice day want to lay out but school project can bind me insid then work lame can i have a career yet
11221,11221,0,scari dream
11222,11222,0,love the sunni weather but is learn line look forward to ss tonight drink and browni
11223,11223,0,wish i could ill be in class
11224,11224,0,as one of my follow do you fanci come along to my son christen st birthday and christen parti in june
11225,11225,0,noth much im bore today i want to go out somewher but there nowher to go how sunni la p
11226,11226,0,couldnt climb due to the rain
11227,11227,0,dude wat a nite got in at now at work
11228,11228,0,is still in pain a tonsillectomi is the worst
11229,11229,0,introduct to laboratori test and procedur lol i usual dont leisur read during school brain overload
11230,11230,0,lol crystal palac just score
11231,11231,0,yeah wouldv been good to know that record store day in canada does not includ the leonard cohen record i want
11232,11232,0,re quotwhat is go on with my profil hackedquot yes add to get twitter relat info very hepl follow
11233,11233,0,i was suppos to be there but i got stood up
11234,11234,0,leav the citi
11235,11235,0,is all alon on a saturday morn
11236,11236,0,only thing is goku doesnt have a tail
11237,11237,0,it is but ala i am stuck insid doing colleg work x
11238,11238,0,im get a rash from that necklac ugh i hate being allerg to metal
11239,11239,0,eat frenchtoast amp coffe in bed w dave i had orang juic too but i just pour it all over myself
11240,11240,0,epic asot
11241,11241,0,has to cancel all plan for the day having strep throat put a damper on my plan
11242,11242,0,i dont want to go to class
11243,11243,0,want to make a breakfast burrito but im out of chees
11244,11244,0,instead of voluntir at intern karat tournament i have to work the tournament would be more interest
11245,11245,0,me too but ive accept that my breath and stomach will never be
11246,11246,0,ok ill stop retweet so much forgiv me
11247,11247,0,uh oh i bought the wrong deo wah i dont want my kilikili to smell like luya
11248,11248,0,yeah appar so i notic a ring on his finger at the show
11249,11249,0,download latest yahoo messeng for mac now couldnt get tweetdeck to instal
11250,11250,0,i think the east coast is stealin all the good weather
11251,11251,0,yum yum eat chocol visit ol dschool was very sad
11252,11252,0,im so excit wish i had a pet
11253,11253,0,aww well im new anyway so im not much fun to hang out with on there sinc my level is so low lol
11254,11254,0,boo boo bee boo
11255,11255,0,take a shower and get readi for the orang and blue game my last one in colleg
11256,11256,0,want to go downtown and take photosbut has no one to hang with
11257,11257,0,i had a classic tr convert roadster total one night by a drunk woman in a huge buick park on the street at gfs sob
11258,11258,0,i cant see you tomorrow morn were go out for birthday breakfast with grandma ill talk to you when i get home
11259,11259,0,pleas dont go and hurt yourself
11260,11260,0,gah last two day have been marvel why feel sicki now
11261,11261,0,i know your pain there isnt much you can do to peopl in the apart above
11262,11262,0,see u later time to move and do work dont have smart phone to carri around with me and send tweet on the run
11263,11263,0,depress im ok this morn
11264,11264,0,my mom made me take out my belli button pierc
11265,11265,0,ok yeah what a joke
11266,11266,0,after spend a coupl of hour clean the car yesterday a bird decid to take a bathroom break on the front end
11267,11267,0,on plane dont think there will be much talk with fellow aisl matesma rapido espanol
11268,11268,0,free ewast event today in eastlak at the walmart you all should come by until and i see the ironi in it being at walmart
11269,11269,0,so gut could have gone barri island today o well ox
11270,11270,0,lose that is the worst
11271,11271,0,at school gonna be a long ass day
11272,11272,0,damn my fuck brain search for an slab serif type call lubilin or someth similiar
11273,11273,0,cant go to nyc next weekend
11274,11274,0,i need to clean my room at some point today bo my neighbor has tag sale everi week kinda weird
11275,11275,0,just call anim controlnot feel good about having the kitten pick up but no other option at this point
11276,11276,0,time for me to clean the kitchen then bathroom then showerpretti up and head to the shower piti its a raini day in midmo
11277,11277,0,me too but ive accept that my breath throat and stomach will never be while im in ktm
11278,11278,0,you wont see me consid i live hour away
11279,11279,0,what a nasti raini day out today
11280,11280,0,my best friend from high school cant come to my wed or be in my bridal parti anymor
11281,11281,0,has to go to work but cannot be bother just want to stay home and sing hour of famili guy tonit woop
11282,11282,0,clean the bathroomsgross poor jack was just buri
11283,11283,0,just got back from eldridg had to work the gate yuck
11284,11284,0,crusad lead
11285,11285,0,off to hong kongagain goodby guy
11286,11286,0,ask all to hold susan in prayer she will face mani challeng now not to mention unscrupul peopl
11287,11287,0,finish my biochem exam the question were decent but not enough time was given too complet it and i miss a mark question
11288,11288,0,i know i need someon to save me and take me to the park
11289,11289,0,thought about quit twitter but i cant leav you and
11290,11290,0,why is everyon els get ton of subscrib while i work so hard to get some and i get like a day
11291,11291,0,raini dayhad to push a senior shoot to thursday cant wait thought
11292,11292,0,wake up after too much beer
11293,11293,0,im sleepi i did not get a good night rest but that ok i will tonight im go to go enjoy the sunshin today
11294,11294,0,brittani need help fix her blackberri sad day
11295,11295,0,ugh up so quotlatequot ill be sit at the dealership all day
11296,11296,0,work and derbi are lose and its sunni outsid bummer
11297,11297,0,bad day
11298,11298,0,when ill die my avatar will sleep forev in second life its sad
11299,11299,0,at thunder but they are tell peopl to take their tent down well we arent until all the other hundr of peopl do so there
11300,11300,0,due to time constraint just went to green lake
11301,11301,0,made cupcak today cannot eat cupcak f u dairi free diet
11302,11302,0,the electr situat is at its worst here
11303,11303,0,my first final is in day
11304,11304,0,been arround int acct ii exam tonight
11305,11305,0,i have homework and chore to do plus school start monday fml rip to my wife gpa
11306,11306,0,i cant get kristen srewart to add me lol she prob think im a stalker lol
11307,11307,0,stuck in the offic on this beauti south florida day
11308,11308,0,tutor time here until three not mani kid because they are on spring break so i get to studi strength
11309,11309,0,my hair is miss inch of itbut im off to caz whoo
11310,11310,0,tri to have lunch brought to me sinc im chain to my laptop no luck
11311,11311,0,aw sel its okay sje probabl understand
11312,11312,0,i cant believ this cough ive had it for three week
11313,11313,0,gettin readi for the wed love my new pump but they are too big s ugh this gonna be a problem tonight xd
11314,11314,0,it sound like it ive got a search run for barcamporlando in tweetdeck
11315,11315,0,didnt get to go to the parti last night
11316,11316,0,work on a sat
11317,11317,0,yes
11318,11318,0,i love harri potter i will die when its over bloodi ell
11319,11319,0,not long left of the hol x
11320,11320,0,bad news the combo ticket are sold out go webthey still sell singl day tick let me kno xx
11321,11321,0,make your internet work pleas i final have a decent connect and havent talk to you in a week also nice articl
11322,11322,0,is think she should get some work done ah well and need to sort out her costum for drama exam and theatr perform xx
11323,11323,0,damni just so bore
11324,11324,0,poxa
11325,11325,0,famili coldallergi all kind of out of it and on such a gorgeous day hope everyon enjoy their saturday
11326,11326,0,guy in front of me cant figur out the atm so depress
11327,11327,0,not in touch with the world didnt know that the ipl is happen in south africa thought warney was just around the corner
11328,11328,0,last day at mv appl thank god i dont gotta hang out with joesoliman anymor
11329,11329,0,am tri to figur out how dd got follow upset is not the word
11330,11330,0,i love st loui but i miss memphi right now sometim i wonder why i decid to move away and leav my best friend
11331,11331,0,today has gone realli quick for me i dont know why sinc i have done noth all day
11332,11332,0,im so tire havent slept sinc yesterday hope the plan still goe through im not in the mood of sleep my weekend away again
11333,11333,0,i wanna go ghost hunt in my town tonight but i dont think anyon want to go with me i dont wanna go alon either
11334,11334,0,ive had a coupl session i wasnt too impress sad but mayb i just need substanc in conjunct
11335,11335,0,with someon i know i hurt you and that why im sorri
11336,11336,0,on my way to a plus day
11337,11337,0,and my stream start work the world is a bad place
11338,11338,0,wait on mine did a commiss fo riton th eorg just need the feedback hope get merman on rd if it doesnt go
11339,11339,0,tri to trim down the big laptop to use the least amount of power will still look for ac soon
11340,11340,0,that because your in all the wrong place yeah we have to hang out soon imi alreadi
11341,11341,0,tri to have my pictur taken with but got turn away was great though
11342,11342,0,ala i have no live connect at the moment my pc got sick i have no landlin and i am on a dell mini need sort
11343,11343,0,i hate clean my kitchen
11344,11344,0,friday night suck i lost a dog and a laptop rip to them both
11345,11345,0,some time soon i have to get up and start make my hair for tomorrowbut i dont want to
11346,11346,0,dri cleaner show insid beauti day outsid
11347,11347,0,i almost burnt my french toast because i was twitter
11348,11348,0,i know
11349,11349,0,after the th track i was request to put the god aw neyo back on anoth soul lost to the hip hop cultur
11350,11350,0,the only bad part about spring amp summer bug bitesst
11351,11351,0,got a ticket yesterday for having expir tagseven though i had just updat them someon at the mva is mess with me
11352,11352,0,right around month so shes a supercut angel in the daytim nighttim late turn her into a scream factori
11353,11353,0,why cant i sleep past am anymor i guess this is what happen when you get older
11354,11354,0,i miss the beach alreadi am look at beach decor for my wee apart
11355,11355,0,sunni day make me happi pack up my apart on a sunni day unfortun does not
11356,11356,0,back from workwa a long dayhav a headach
11357,11357,0,just got home can only tweet from the web until may th
11358,11358,0,get up final i hope i have someth in the kitchen to eat i know i have no egg no pancak
11359,11359,0,such a nice day out and im stuck at work
11360,11360,0,no one better not upload the video i swear if i see any clip i will fcuke kill you lol
11361,11361,0,aw i miss you too
11362,11362,0,my name is kathryn and i wish i was at jordancon today
11363,11363,0,well that suck for me im no where near la
11364,11364,0,so sad its rain outsid tear
11365,11365,0,run on the tredmil was unsuccess i somehow hurt my foot
11366,11366,0,no teja show for you that make me sad watch you on club just now gorgeous girl love your voic miss ya
11367,11367,0,where are you
11368,11368,0,back from a week away nowunpack
11369,11369,0,sorri dude been snow under with studi
11370,11370,0,is still feelin sickworst than yesterday
11371,11371,0,ditto i was not impress with last wednesday onlin order issu
11372,11372,0,want to get out for a sunris shoot but i couldnt get to sleep last night so i axe it
11373,11373,0,googl profil this is weird shame i cant chang it
11374,11374,0,u think u have got it bad they start school at am here and i walk him to school min away just the thought
11375,11375,0,hes so sweet not go out with his friend to sort out thing with me i dont think its gonna work out though too much has happen
11376,11376,0,ok ok after lotsa plead from am leav my comp for him to watch wall e
11377,11377,0,massiv lag time on wow lame
11378,11378,0,lack of energi today
11379,11379,0,shark soup man joke realli suck moral is expect shark soup now fifthsummit
11380,11380,0,get readi to work in the garden it may raid today
11381,11381,0,oh god i am so sorri
11382,11382,0,i cant go through this again im so tire of it
11383,11383,0,nose bleed i wish i never left bed
11384,11384,0,last day at mv appl thank god i dont gotta hang out with anymor
11385,11385,0,im so sad i lost my ipod
11386,11386,0,the bad part about fall amp winter bug fall from tree amp cold weather
11387,11387,0,gourgeous sunni saturday and im at work
11388,11388,0,i tend to use photoshop for everyth these day i almost hit compos in it
11389,11389,0,well im tier and hack off from work
11390,11390,0,im wear my jona brother shirt today i feel beauti had an amaz dream last night too bad its not real
11391,11391,0,first game is at noonit rain
11392,11392,0,i dont know if my friend and famili will support me
11393,11393,0,tri to cheer up my girlfriend because her granni is sick
11394,11394,0,pleas dont
11395,11395,0,i had my dog done last year when she had her puppi so why is she on heat
11396,11396,0,i know the feel only a few week of the season left
11397,11397,0,im hungi n ive a headach oh god help me
11398,11398,0,i just want to say how amaz your wolverhampton show with the script was i cant come to your next show gut
11399,11399,0,just got home have a hang over and realli want some cake idk why
11400,11400,0,race with linsey and jule this morn who knew the ouhsc had so mani hill ge they about did me in
11401,11401,0,go to cortina club before for spaghetti dinner fundrais for earthquak victim in itali peopl live in tent
11402,11402,0,enjoy this nice weather then work pmam
11403,11403,0,is awak and get readi to start my day
11404,11404,0,made the poor puppi throw up two earplug and string are not good for puppi though had to be done
11405,11405,0,im up lol i final had some sleep woot woot i have to work at suck lol
11406,11406,0,mind send me the address via dm no email yet
11407,11407,0,damn its too nice outsid for my car to be dirti
11408,11408,0,thank its also about to rain i am hibern lol
11409,11409,0,just want everyth to be okay
11410,11410,0,so much for go back to sleep
11411,11411,0,doesnt know what to do
11412,11412,0,wish i was work outsid instead of being stuck at insid unfortun no internet connect outsid
11413,11413,0,sorri to hear that hope the next one will be better
11414,11414,0,i went out with a friend visit from utah she use to live here didnt know she knew jjs and we shoulda went to stench show instead
11415,11415,0,just cut herself with her belt it hurt
11416,11416,0,i want to start a band i wish i could sing in public
11417,11417,0,ive just been mikeyyd delet coupla peep chang my pword and im up n runnin again phew
11418,11418,0,is lay down my stomach hurt
11419,11419,0,my dog was attack by anoth dog had surgeri to reattach muscl
11420,11420,0,tri to sync my itun playlist with my new bb but the media sync keep crash
11421,11421,0,ah cant comment on anybodi hair as i have a mop that has a life of its own
11422,11422,0,now that is ugli i want to go to the intern fest today bo
11423,11423,0,still want to meet a nice man who want to have nice experi togeth miss intimaci i am
11424,11424,0,workin again
11425,11425,0,burnt my finger on hot steam it realli hurt dont want to go to work today
11426,11426,0,so excit for dairi bar but just found out its close
11427,11427,0,our home is so clean now its awesom i bet its messi again my monday though
11428,11428,0,the quothopefulquot music video is not readi go crazi on how i want to do it
11429,11429,0,my twitter isnt work
11430,11430,0,or frequant spell check has ruin me
11431,11431,0,found the perfect prom dress today shame about the price tag x
11432,11432,0,i dont think i can sleep earli tonight if i have to write a front page stori that i have to email tom b i leav for the race at am
11433,11433,0,dont be a meani it doesnt matter the weather out when i could go tan anytim in a cancer machin
11434,11434,0,just work the beauti weekend away boo but i have a birthday next week
11435,11435,0,dont sound so excit
11436,11436,0,stay up play wow all night
11437,11437,0,my cat are givin me the same grief ah sneez snot amp antibiot
11438,11438,0,dont judg me earli this morn lol im sad i cant realli roll out like i want bc my car is low and its rain bad
11439,11439,0,oh great love ya poor thing its not happen in so near futur
11440,11440,0,was go to head to meet wilcowa go to go to orang and white gamei hear that neither is go to happen for me
11441,11441,0,op make that aistralian not welsh
11442,11442,0,was go to sleep in but woken up by rwk to kill a spider i did and now feel kinda guilti this morn smell wonder
11443,11443,0,breakfast with the girlsthen drive back i will miss athen
11444,11444,0,richell is not feel well stay home to tend to wifemiss barcamp orlando today
11445,11445,0,tri to cool down my itchi skin that is react to retinol acid cosmet stuff
11446,11446,0,very very bore and has bad head ach
11447,11447,0,aw the pictur of my big rooster is too big to use
11448,11448,0,penelop is get trim
11449,11449,0,i want to fli in the sun its rain the hole day
11450,11450,0,yeah yeah offer it now im halfway home
11451,11451,0,at least you got over follow i only got
11452,11452,0,i would lol but i live in london
11453,11453,0,gig tonight dread tomorrow
11454,11454,0,is learn about the seven dead sin wow i am a sinner
11455,11455,0,bad night sore bottom and arm no fun
11456,11456,0,think that littlebigplanet communiti need parent censorship saw a level titl quothow to kill your best friendquot real nice for kid
11457,11457,0,what beauti weather were having today now what a guy to do in all this snow and rain damn weather
11458,11458,0,just read a bunch of tfktrevor tweetsh duznt sound like an awesom christian ignor most but tfks still to me
11459,11459,0,i give up on hope for a respons i hope you have a great day serena i will alway support you in all that you do
11460,11460,0,i ragequit because i die like time haha but good luck to you
11461,11461,0,doing bio correspond so bore michell piss s school on saturday in a bit for ms grekul stupid bio review kill me now
11462,11462,0,ive had hour of sleepand somehow im still tire
11463,11463,0,sorri i dont know why i have a cousin that live in san diego love it there
11464,11464,0,has a sick childshould be a great weekend
11465,11465,0,im die of a stuf up nose gotta get to the groceri store for food and afrin that is if i can breath till then
11466,11466,0,id go but the madr is commin up
11467,11467,0,i feel soo bad i fell asleep and i miss of his call last night he thought i was hurt poor babi
11468,11468,0,aight then let do it dumb ars that i am i just tri call your phone
11469,11469,0,is need a new mobil phone the lg ku viewti caught my eye but i cant seem to find it anywher in black
11470,11470,0,op make that australian not welsh
11471,11471,0,read amp cri at eclips rosali alway get me
11472,11472,0,feel pitifulsor throat blahh
11473,11473,0,got a new desk today its got a hutch and laptop doesnt open up proper
11474,11474,0,i think i need to unfollow the cricket guy for a coupl of week s
11475,11475,0,wait on somethingi hate being nervous i get sick
11476,11476,0,yes im drive but go to have one glass of bubbl
11477,11477,0,lenrevers in py and but not in
11478,11478,0,fresno is suppos to reach f on tuesday blah
11479,11479,0,finish up a wire sculptur for my d class bring on the pain
11480,11480,0,i just got bleach on my favourit tank top no im not having a good day
11481,11481,0,no parti this weekend just me and my final paper suck
11482,11482,0,about to go to work
11483,11483,0,do you have any hall brand medic throat lozang
11484,11484,0,for the first time ever i wanna go to the crawfish boil bc there a lot ther i wanna see but ill be out of town
11485,11485,0,back rofl andyz dick still hurt rofl poor guy
11486,11486,0,is super super disappoint
11487,11487,0,i was so disappoint with plurk lol i didnt updat mine for a while when i check my karma it was down to sad
11488,11488,0,is super spoil
11489,11489,0,have to go to work soon first time in month fuck gay
11490,11490,0,no i am work at jaloux in the morn then over with you at night morn to close i only have like a few hour break
11491,11491,0,i think the spous is go to kill my beach day
11492,11492,0,me wantz more vacat
11493,11493,0,just got pull over i guess the whether had me way too hype lol
11494,11494,0,so i didnt go jog yet got caught up make the famili breakfast that i cant eat carb i miss you soo much
11495,11495,0,its the weekend this will be my last late night as im back to work on monday
11496,11496,0,its go to be more of a hous clean day sinc its start to spit outsid a littl
11497,11497,0,manmi allergi got me again can somebodi pleas rub my head
11498,11498,0,she told me to get a hold of you she cant get on lj it was through email so idk but yeah she wont be on for a while
11499,11499,0,write report is such a pain in the ars
11500,11500,0,how i wish i didnt have final to prepar for asot
11501,11501,0,god luck masia sab and manda i wish i could be there too
11502,11502,0,im work
11503,11503,0,im sorri brian p
11504,11504,0,yeah i was hope to play again but didnt
11505,11505,0,lol ifeel u id rather color thaan do yard work like im about to in a lil bit
11506,11506,0,there not play till cant watch tho its on setanta
11507,11507,0,very littl i should be doing quit a bit not feel it though
11508,11508,0,i hate window sw modal window appear off screen make me think the app is hung
11509,11509,0,twitter were are you hello mom get on twitter what is sadgt i know ur on twitter mom you make me cri sniff sniff
11510,11510,0,unfortun not at civic camp
11511,11511,0,u know who can help u melain tkc she know very good look gilr up there how u been i miss u during wmc
11512,11512,0,i have huge head ach
11513,11513,0,may basto i dont want to be blame for pick that movi we watch hsm before everyon hate me okay thank
11514,11514,0,just got pull over i guess the whether had me way too hype lol listen to that dern juic man
11515,11515,0,im lone keep me compani femal ithaca new york
11516,11516,0,im lone keep me compani femal baltimor maryland
11517,11517,0,thank come do it with us next time almost in the teen
11518,11518,0,thank graviti s twitter client seem to be far better sad it cost euro while similar thing for iphon are free
11519,11519,0,is sad no onimusha
11520,11520,0,so bore i wish today was nicer so i could go outsid
11521,11521,0,omg comment just arriv in the mail kill me now i need to get grade up no more fb
11522,11522,0,is feel better but still not back to herself also pretti sad that adrian is go out of town again tomorrow stupid job
11523,11523,0,ugh i realli better not be get a soar throat on a glorious day with my luck ill be stuck insid and it will be gorgeous out
11524,11524,0,hope you love amsterdam enjoy your sunbath lol its cloudi over here in america
11525,11525,0,weather is amazingi wish wewer work some outdoor gigbut we got wed today
11526,11526,0,mummi isnt come home this weekend pout
11527,11527,0,guess i bought too earli ticket to maui next week on american drop about should have wait
11528,11528,0,i kinda want to put my bio up here but it wont let me goin on facebook now
11529,11529,0,whole food and drop off in the futur was go to go to tommi for lunch but because my mother suck that isnt go to happen
11530,11530,0,is not happi to be at work on this gorgeous day
11531,11531,0,i love my bed i never want to leav it
11532,11532,0,hate the adob flash secur quotfeaturequot that stop play video in full screen if the browser window doesnt have focus
11533,11533,0,is michael jackson die is that just a rumor
11534,11534,0,not get my tweet to my phone
11535,11535,0,saturday class is no good
